,datestr,city,state,shape,duration_description,start_dt,duration_secs,end_dt,location_name,lon,lat
4072,6/23/16 20:30,Minneapolis,MN,cigar,2 minutes,2016-06-23 20:30:00,120.0,2016-06-23 20:32:00,MN Minneapolis,-93.2650108,44.977753
4073,6/23/16 18:00,Katy,TX,oval,<1 minute,2016-06-23 18:00:00,60.0,2016-06-23 18:01:00,TX Katy,-95.8243956,29.7857853
4075,6/23/16 13:10,Centennial,CO,unknown,30 minutes,2016-06-23 13:10:00,1800.0,2016-06-23 13:40:00,CO Centennial,-104.8771726,39.5807452
4077,6/23/16 00:31,Jacksonville,FL,other,5 seconds,2016-06-23 00:31:00,5.0,2016-06-23 00:31:05,FL Jacksonville,-81.655651,30.3321838
4079,6/22/16 22:00,Brookline Station,MO,circle,1 minute,2016-06-22 22:00:00,60.0,2016-06-22 22:01:00,MO Brookline Station,-93.3848972,37.1681133
4081,6/22/16 21:56,Fayetteville,NC,light,30 minutes,2016-06-22 21:56:00,1800.0,2016-06-22 22:26:00,NC Fayetteville,-78.8783585,35.0526641
4091,6/21/16 22:45,Panama City,FL,circle,20 seconds,2016-06-21 22:45:00,20.0,2016-06-21 22:45:20,FL Panama City,-85.6602058,30.1588129
4092,6/21/16 22:41,Duluth,GA,light,1 minute,2016-06-21 22:41:00,60.0,2016-06-21 22:42:00,GA Duluth,-84.1446376,34.0028786
4093,6/21/16 21:21,Mooresville,NC,diamond,10-15 minutes,2016-06-21 21:21:00,900.0,2016-06-21 21:36:00,NC Mooresville,-80.8100724,35.5848596
4096,6/21/16 17:45,Nashville,TN,unknown,10 minutes,2016-06-21 17:45:00,600.0,2016-06-21 17:55:00,TN Nashville,-86.7816016,36.1626638
4098,6/21/16 05:30,Indianapolis,IN,changing,3 minutes,2016-06-21 05:30:00,180.0,2016-06-21 05:33:00,IN Indianapolis,-86.158068,39.768403
4100,6/21/16 00:00,New York,NY,oval,8 minutes,2016-06-21 00:00:00,480.0,2016-06-21 00:08:00,NY New York,-74.0059413,40.7127837
4102,6/20/16 22:00,Bellevue,WA,other,2 minutes,2016-06-20 22:00:00,120.0,2016-06-20 22:02:00,WA Bellevue,-122.2015159,47.6101497
4109,6/19/16 23:32,Sun City West,AZ,sphere,20 seconds,2016-06-19 23:32:00,20.0,2016-06-19 23:32:20,AZ Sun City West,-112.3412726,33.6619819
4113,6/19/16 15:30,Pike Creek,DE,unknown,10 seconds,2016-06-19 15:30:00,10.0,2016-06-19 15:30:10,DE Pike Creek,-75.704099,39.7309451
4117,6/19/16 04:30,Buena Park,CA,egg,30 minutes,2016-06-19 04:30:00,1800.0,2016-06-19 05:00:00,CA Buena Park,-117.9981181,33.8675143
4118,6/19/16 02:45,Atlanta,GA,circle,30-45 minutes,2016-06-19 02:45:00,2700.0,2016-06-19 03:30:00,GA Atlanta,-84.3879824,33.7489954
4120,6/19/16 00:16,Atlanta,GA,light,6 minutes,2016-06-19 00:16:00,360.0,2016-06-19 00:22:00,GA Atlanta,-84.3879824,33.7489954
4121,6/18/16 23:58,Midland,MI,light,1 minute,2016-06-18 23:58:00,60.0,2016-06-18 23:59:00,MI Midland,-84.2472116,43.6155825
4122,6/18/16 23:40,New York City,NY,circle,5 minutes,2016-06-18 23:40:00,300.0,2016-06-18 23:45:00,NY New York City,-74.0059413,40.7127837
4124,6/18/16 23:30,Cumming,GA,fireball,4 minutes,2016-06-18 23:30:00,240.0,2016-06-18 23:34:00,GA Cumming,-84.1401926,34.2073196
4134,6/18/16 20:45,Eugene,OR,oval,10-15 minutes,2016-06-18 20:45:00,900.0,2016-06-18 21:00:00,OR Eugene,-123.0867536,44.0520691
4135,6/18/16 20:05,Chicago,IL,circle,15 minutes,2016-06-18 20:05:00,900.0,2016-06-18 20:20:00,IL Chicago,-87.6297982,41.8781136
4136,6/18/16 20:00,Temecula,CA,oval,5-6 minutes,2016-06-18 20:00:00,360.0,2016-06-18 20:06:00,CA Temecula,-117.1483648,33.4936391
4139,6/18/16 14:00,Ocean City,MD,sphere,3 minutes,2016-06-18 14:00:00,180.0,2016-06-18 14:03:00,MD Ocean City,-75.0849058,38.3365032
4143,6/18/16 09:00,Greensboro,NC,rectangle,10 minutes,2016-06-18 09:00:00,600.0,2016-06-18 09:10:00,NC Greensboro,-79.8098429,36.0674908
4144,6/18/16 01:20,Louisville,KY,triangle,3 minutes,2016-06-18 01:20:00,180.0,2016-06-18 01:23:00,KY Louisville,-85.7584557,38.2526647
4147,6/17/16 22:40,Sarnia (Canada),ON,sphere,5 minutes,2016-06-17 22:40:00,300.0,2016-06-17 22:45:00,ON Sarnia (Canada),-82.4065901,42.974536
4156,6/17/16 12:15,Bridgewater,NJ,cigar,3-5 minutes,2016-06-17 12:15:00,300.0,2016-06-17 12:20:00,NJ Bridgewater,-74.6049061,40.5939636
4160,6/17/16 00:02,Muskegon,MI,light,30 seconds,2016-06-17 00:02:00,30.0,2016-06-17 00:02:30,MI Muskegon,-86.2483921,43.2341813
4161,6/16/16 22:47,Centerburg,OH,other,46 minutes,2016-06-16 22:47:00,2760.0,2016-06-16 23:33:00,OH Centerburg,-82.6962829,40.3045067
4163,6/16/16 22:26,San Antonio,TX,diamond,5 seconds,2016-06-16 22:26:00,5.0,2016-06-16 22:26:05,TX San Antonio,-98.4936282,29.4241219
4168,6/16/16 20:45,Lakewood,CO,other,<10 minutes,2016-06-16 20:45:00,600.0,2016-06-16 20:55:00,CO Lakewood,-105.0813734,39.7047095
4172,6/16/16 13:00,Boise,ID,sphere,6-7 minutes,2016-06-16 13:00:00,420.0,2016-06-16 13:07:00,ID Boise,-116.2146068,43.6187102
4178,6/15/16 23:00,Lancaster,OH,light,12 minutes,2016-06-15 23:00:00,720.0,2016-06-15 23:12:00,OH Lancaster,-82.5993294,39.7136754
4179,6/15/16 23:00,Lancaster,OH,formation,10 minutes,2016-06-15 23:00:00,600.0,2016-06-15 23:10:00,OH Lancaster,-82.5993294,39.7136754
4183,6/15/16 21:45,Jonesborough,TN,light,3 minutes,2016-06-15 21:45:00,180.0,2016-06-15 21:48:00,TN Jonesborough,-82.4734787,36.2942722
4185,6/15/16 20:00,Ingersoll (Canada),ON,other,10-12 seconds,2016-06-15 20:00:00,12.0,2016-06-15 20:00:12,ON Ingersoll (Canada),-80.884049,43.0381628
4188,6/14/16 21:10,Pittsburgh,PA,fireball,40 seconds,2016-06-14 21:10:00,40.0,2016-06-14 21:10:40,PA Pittsburgh,-79.9958864,40.4406248
4194,6/14/16 01:13,Anchorage,AK,flash,2-3 seconds,2016-06-14 01:13:00,3.0,2016-06-14 01:13:03,AK Anchorage,-149.9002778,61.2180556
4195,6/13/16 23:45,Las Vegas,NV,light,<5 seconds,2016-06-13 23:45:00,5.0,2016-06-13 23:45:05,NV Las Vegas,-115.1398296,36.1699412
4196,6/13/16 22:30,Phoenix,AZ,circle,20 seconds,2016-06-13 22:30:00,20.0,2016-06-13 22:30:20,AZ Phoenix,-112.0740373,33.4483771
4198,6/13/16 04:00,Creston,MT,unknown,1 hour,2016-06-13 04:00:00,3600.0,2016-06-13 05:00:00,MT Creston,-114.1373429,48.1894036
4199,6/13/16 02:00,Phoenix,AZ,circle,3 minutes,2016-06-13 02:00:00,180.0,2016-06-13 02:03:00,AZ Phoenix,-112.0740373,33.4483771
4201,6/12/16 23:30,Phoenix,AZ,light,2 seconds,2016-06-12 23:30:00,2.0,2016-06-12 23:30:02,AZ Phoenix,-112.0740373,33.4483771
4206,6/12/16 20:00,Denver,CO,cylinder,5 seconds,2016-06-12 20:00:00,5.0,2016-06-12 20:00:05,CO Denver,-104.990251,39.7392358
4208,6/12/16 19:42,Tacoma,WA,sphere,10 minutes,2016-06-12 19:42:00,600.0,2016-06-12 19:52:00,WA Tacoma,-122.4442906,47.2528768
4209,6/12/16 17:48,Golden,CO,other,30 minutes,2016-06-12 17:48:00,1800.0,2016-06-12 18:18:00,CO Golden,-105.2210997,39.755543
4211,6/12/16 04:00,Indianapolis,IN,circle,2 minutes,2016-06-12 04:00:00,120.0,2016-06-12 04:02:00,IN Indianapolis,-86.158068,39.768403
4214,6/12/16,New York,NY,disk,20 seconds,2016-06-12 00:00:00,20.0,2016-06-12 00:00:20,NY New York,-74.0059413,40.7127837
4215,6/12/16,New York City,NY,disk,20 seconds,2016-06-12 00:00:00,20.0,2016-06-12 00:00:20,NY New York City,-74.0059413,40.7127837
4216,6/11/16 23:57,Laguna Beach,CA,unknown,3 minutes,2016-06-11 23:57:00,180.0,2016-06-12 00:00:00,CA Laguna Beach,-117.7831104,33.5422475
4217,6/11/16 23:20,Peoria,AZ,unknown,10 minutes,2016-06-11 23:20:00,600.0,2016-06-11 23:30:00,AZ Peoria,-112.2373779,33.5805955
4220,6/11/16 23:00,La Puente,CA,oval,30 seconds,2016-06-11 23:00:00,30.0,2016-06-11 23:00:30,CA La Puente,-117.9495083,34.0200114
4226,6/11/16 21:50,Sonoma,CA,changing,2 minutes,2016-06-11 21:50:00,120.0,2016-06-11 21:52:00,CA Sonoma,-122.4580356,38.291859
4229,6/11/16 21:40,Madison,WI,circle,10 minutes,2016-06-11 21:40:00,600.0,2016-06-11 21:50:00,WI Madison,-89.4124875,43.076592
4230,6/11/16 21:30,Dothan,AL,formation,5 minutes,2016-06-11 21:30:00,300.0,2016-06-11 21:35:00,AL Dothan,-85.3904888,31.2232313
4236,6/11/16 11:00,Cedar Rapids,IA,unknown,40 seconds,2016-06-11 11:00:00,40.0,2016-06-11 11:00:40,IA Cedar Rapids,-91.6656232,41.9778795
4240,6/10/16 23:30,Santa Fe,NM,disk,30 seconds,2016-06-10 23:30:00,30.0,2016-06-10 23:30:30,NM Santa Fe,-105.937799,35.6869752
4242,6/10/16 23:00,Garner,NC,light,5 seconds,2016-06-10 23:00:00,5.0,2016-06-10 23:00:05,NC Garner,-78.6141709,35.7112642
4248,6/10/16 22:05,Indian Trail,NC,fireball,10 seconds,2016-06-10 22:05:00,10.0,2016-06-10 22:05:10,NC Indian Trail,-80.6692352,35.0768141
4249,6/10/16 22:00,Greensboro,NC,fireball,5 seconds,2016-06-10 22:00:00,5.0,2016-06-10 22:00:05,NC Greensboro,-79.8098429,36.0674908
4256,6/10/16 04:35,Seattle,WA,unknown,6 seconds,2016-06-10 04:35:00,6.0,2016-06-10 04:35:06,WA Seattle,-122.3320708,47.6062095
4259,6/9/16 22:10,Mooresville,NC,light,20 minutes,2016-06-09 22:10:00,1200.0,2016-06-09 22:30:00,NC Mooresville,-80.8100724,35.5848596
4260,6/9/16 22:00,Winnipeg (Canada),MB,circle,~1 minute,2016-06-09 22:00:00,60.0,2016-06-09 22:01:00,MB Winnipeg (Canada),-97.1383744,49.895136
4261,6/9/16 21:30,Fredericksburg,VA,flash,10 minutes,2016-06-09 21:30:00,600.0,2016-06-09 21:40:00,VA Fredericksburg,-77.4605399,38.3031837
4266,6/9/16 10:50,Charlotte,NC,formation,1 minute,2016-06-09 10:50:00,60.0,2016-06-09 10:51:00,NC Charlotte,-80.8431267,35.2270869
4274,6/8/16 20:30,Indio,CA,sphere,3 minutes,2016-06-08 20:30:00,180.0,2016-06-08 20:33:00,CA Indio,-116.2155619,33.7205771
4276,6/8/16 13:35,South Lake Tahoe,CA,other,<1 minute,2016-06-08 13:35:00,60.0,2016-06-08 13:36:00,CA South Lake Tahoe,-119.9771868,38.939926
4278,6/8/16 09:05,Ridgecrest,CA,oval,15 minutes,2016-06-08 09:05:00,900.0,2016-06-08 09:20:00,CA Ridgecrest,-117.6708966,35.6224561
4279,6/8/16 04:15,Independence,LA,light,20 minutes,2016-06-08 04:15:00,1200.0,2016-06-08 04:35:00,LA Independence,-90.5009245,30.635466
4280,6/7/16 23:15,Fall Creek,OR,sphere,2+ hours,2016-06-07 23:15:00,7200.0,2016-06-08 01:15:00,OR Fall Creek,-122.8203521,43.9595707
4282,6/7/16 21:39,Long Beach,CA,fireball,2 minutes,2016-06-07 21:39:00,120.0,2016-06-07 21:41:00,CA Long Beach,-118.1937395,33.7700504
4285,6/7/16 21:15,Myrtle Beach,SC,light,1 minute,2016-06-07 21:15:00,60.0,2016-06-07 21:16:00,SC Myrtle Beach,-78.8866943,33.6890603
4286,6/7/16 21:00,North Myrtle Beach,SC,circle,4-5 seconds,2016-06-07 21:00:00,5.0,2016-06-07 21:00:05,SC North Myrtle Beach,-78.680016,33.8160058
4290,6/6/16 23:00,Naperville,IL,circle,5 minutes,2016-06-06 23:00:00,300.0,2016-06-06 23:05:00,IL Naperville,-88.1535352,41.7508391
4297,6/6/16 11:45,St. Charles,MO,flash,1 second,2016-06-06 11:45:00,1.0,2016-06-06 11:45:01,MO St. Charles,-90.4974359,38.7881062
4305,6/5/16 21:50,Central Square,NY,circle,1 min (each),2016-06-05 21:50:00,60.0,2016-06-05 21:51:00,NY Central Square,-76.1460357,43.2867356
4311,6/5/16 02:12,Anchorage,AK,light,78 seconds,2016-06-05 02:12:00,78.0,2016-06-05 02:13:18,AK Anchorage,-149.9002778,61.2180556
4317,6/4/16 21:35,Lakeland,FL,sphere,15 minutes,2016-06-04 21:35:00,900.0,2016-06-04 21:50:00,FL Lakeland,-81.9498042,28.0394654
4318,6/4/16 21:30,Muskego,WI,light,25 minutes,2016-06-04 21:30:00,1500.0,2016-06-04 21:55:00,WI Muskego,-88.1389779,42.905848
4320,6/4/16 21:20,Medford,MA,light,5 minutes,2016-06-04 21:20:00,300.0,2016-06-04 21:25:00,MA Medford,-71.1061639,42.4184296
4327,6/4/16 20:30,Las Vegas,NV,light,2 minutes,2016-06-04 20:30:00,120.0,2016-06-04 20:32:00,NV Las Vegas,-115.1398296,36.1699412
4328,6/4/16 20:00,Boise,ID,unknown,20 minutes,2016-06-04 20:00:00,1200.0,2016-06-04 20:20:00,ID Boise,-116.2146068,43.6187102
4334,6/3/16 23:50,Portland,OR,circle,1 minute,2016-06-03 23:50:00,60.0,2016-06-03 23:51:00,OR Portland,-122.6764816,45.5230622
4336,6/3/16 23:40,Tacoma,WA,circle,~25 seconds,2016-06-03 23:40:00,25.0,2016-06-03 23:40:25,WA Tacoma,-122.4442906,47.2528768
4340,6/3/16 22:30,Philadelphia,PA,light,2 minutes,2016-06-03 22:30:00,120.0,2016-06-03 22:32:00,PA Philadelphia,-75.1652215,39.9525839
4345,6/3/16 21:30,Myrtle Beach,SC,fireball,4-5 minutes,2016-06-03 21:30:00,300.0,2016-06-03 21:35:00,SC Myrtle Beach,-78.8866943,33.6890603
4346,6/3/16 21:20,Toledo,OH,other,30 minutes,2016-06-03 21:20:00,1800.0,2016-06-03 21:50:00,OH Toledo,-83.555212,41.6639383
4350,6/3/16 21:00,South Berwick,ME,light,3-4 minutes,2016-06-03 21:00:00,240.0,2016-06-03 21:04:00,ME South Berwick,-70.8095018,43.2345292
4359,6/2/16 22:45,Portland,OR,triangle,1 minute,2016-06-02 22:45:00,60.0,2016-06-02 22:46:00,OR Portland,-122.6764816,45.5230622
4361,6/2/16 04:00,Phoenix,AZ,fireball,3 seconds,2016-06-02 04:00:00,3.0,2016-06-02 04:00:03,AZ Phoenix,-112.0740373,33.4483771
4362,6/2/16 04:00,Glendale,AZ,other,5 minutes,2016-06-02 04:00:00,300.0,2016-06-02 04:05:00,AZ Glendale,-112.1859866,33.5386523
4363,6/2/16 04:00,Phoenix,AZ,unknown,20 seconds,2016-06-02 04:00:00,20.0,2016-06-02 04:00:20,AZ Phoenix,-112.0740373,33.4483771
4364,6/2/16 04:00,Tucson,AZ,circle,2 seconds,2016-06-02 04:00:00,2.0,2016-06-02 04:00:02,AZ Tucson,-110.926479,32.2217429
4365,6/2/16 03:56,Scottsdale,AZ,flash,1 second,2016-06-02 03:56:00,1.0,2016-06-02 03:56:01,AZ Scottsdale,-111.9260519,33.4941704
4366,6/2/16 03:56,Kingman,AZ,unknown,10 seconds,2016-06-02 03:56:00,10.0,2016-06-02 03:56:10,AZ Kingman,-114.0530065,35.189443
4368,6/2/16 03:55,Las Vegas,NV,fireball,5 seconds,2016-06-02 03:55:00,5.0,2016-06-02 03:55:05,NV Las Vegas,-115.1398296,36.1699412
4369,6/2/16 03:55,Phoenix,AZ,unknown,1 second,2016-06-02 03:55:00,1.0,2016-06-02 03:55:01,AZ Phoenix,-112.0740373,33.4483771
4370,6/2/16 03:45,Tempe,AZ,fireball,30 minutes,2016-06-02 03:45:00,1800.0,2016-06-02 04:15:00,AZ Tempe,-111.9400054,33.4255104
4371,6/2/16 00:00,Hickory,NC,flash,20 seconds,2016-06-02 00:00:00,20.0,2016-06-02 00:00:20,NC Hickory,-81.3444573,35.7344538
4372,6/1/16 22:45,Las Vegas,NV,other,2 hours,2016-06-01 22:45:00,7200.0,2016-06-02 00:45:00,NV Las Vegas,-115.1398296,36.1699412
4374,6/1/16 22:11,Hyannis,MA,triangle,2-3 minutes,2016-06-01 22:11:00,180.0,2016-06-01 22:14:00,MA Hyannis,-70.2881124,41.6524911
4375,6/1/16 21:30,Lynchburg,VA,diamond,35 minutes,2016-06-01 21:30:00,2100.0,2016-06-01 22:05:00,VA Lynchburg,-79.1422464,37.4137536
4377,6/1/16 13:00,Elk Grove,CA,other,2 hours,2016-06-01 13:00:00,7200.0,2016-06-01 15:00:00,CA Elk Grove,-121.3716178,38.4087993
4378,6/1/16 11:30,San Jose,CA,cylinder,10 minutes,2016-06-01 11:30:00,600.0,2016-06-01 11:40:00,CA San Jose,-121.8863286,37.3382082
4380,6/1/16 04:00,Avondale,AZ,flash,4 seconds,2016-06-01 04:00:00,4.0,2016-06-01 04:00:04,AZ Avondale,-112.3496021,33.4355977
4381,6/1/16 01:00,Greeley,CO,light,2 minutes,2016-06-01 01:00:00,120.0,2016-06-01 01:02:00,CO Greeley,-104.7091322,40.4233142
4386,5/31/16 16:15,Scarborough,ME,cross,5 seconds,2016-05-31 16:15:00,5.0,2016-05-31 16:15:05,ME Scarborough,-70.3344921,43.5901974
4388,5/30/16 22:15,Elyria,OH,sphere,1 minute,2016-05-30 22:15:00,60.0,2016-05-30 22:16:00,OH Elyria,-82.1076486,41.3683798
4393,5/30/16 21:15,Palm Coast,FL,sphere,~3 minutes,2016-05-30 21:15:00,180.0,2016-05-30 21:18:00,FL Palm Coast,-81.2078699,29.5844524
4394,5/30/16 21:11,Central Square,NY,sphere,1 minute,2016-05-30 21:11:00,60.0,2016-05-30 21:12:00,NY Central Square,-76.1460357,43.2867356
4395,5/30/16 21:00,Phoenix,AZ,changing,30 minutes,2016-05-30 21:00:00,1800.0,2016-05-30 21:30:00,AZ Phoenix,-112.0740373,33.4483771
4396,5/30/16 20:35,Avondale,AZ,oval,2 minutes,2016-05-30 20:35:00,120.0,2016-05-30 20:37:00,AZ Avondale,-112.3496021,33.4355977
4403,5/30/16 00:00,Auburn,WA,fireball,2 minutes,2016-05-30 00:00:00,120.0,2016-05-30 00:02:00,WA Auburn,-122.2284532,47.3073228
4406,5/29/16 23:00,Missoula,MT,circle,3 minutes,2016-05-29 23:00:00,180.0,2016-05-29 23:03:00,MT Missoula,-113.996586,46.8787176
4409,5/29/16 22:15,Cumming,GA,light,2-3 minutes,2016-05-29 22:15:00,180.0,2016-05-29 22:18:00,GA Cumming,-84.1401926,34.2073196
4410,5/29/16 22:15,Cumming,GA,light,5 minutes,2016-05-29 22:15:00,300.0,2016-05-29 22:20:00,GA Cumming,-84.1401926,34.2073196
4414,5/29/16 21:17,Boynton Beach,FL,triangle,1 hour,2016-05-29 21:17:00,3600.0,2016-05-29 22:17:00,FL Boynton Beach,-80.0905465,26.5317866
4415,5/29/16 21:08,Madison,WI,formation,155 seconds,2016-05-29 21:08:00,155.0,2016-05-29 21:10:35,WI Madison,-89.4124875,43.076592
4423,5/29/16 20:28,Madison,WI,light,2 minutes,2016-05-29 20:28:00,120.0,2016-05-29 20:30:00,WI Madison,-89.4124875,43.076592
4424,5/29/16 20:28,Franklin,TN,rectangle,2 minutes,2016-05-29 20:28:00,120.0,2016-05-29 20:30:00,TN Franklin,-86.8688899,35.9250637
4426,5/29/16 18:08,Anchorage,AK,rectangle,2-3 minutes,2016-05-29 18:08:00,180.0,2016-05-29 18:11:00,AK Anchorage,-149.9002778,61.2180556
4427,5/29/16 15:30,Plainfield,IL,sphere,30 seconds,2016-05-29 15:30:00,30.0,2016-05-29 15:30:30,IL Plainfield,-88.2120315,41.632223
4428,5/29/16 11:43,Scottsdale,AZ,other,2-4 seconds,2016-05-29 11:43:00,4.0,2016-05-29 11:43:04,AZ Scottsdale,-111.9260519,33.4941704
4431,5/29/16 00:30,Jacksonville,FL,triangle,1-2 minutes,2016-05-29 00:30:00,120.0,2016-05-29 00:32:00,FL Jacksonville,-81.655651,30.3321838
4434,5/28/16 22:25,Aurora,CO,circle,10 minutes,2016-05-28 22:25:00,600.0,2016-05-28 22:35:00,CO Aurora,-104.8319195,39.7294319
4441,5/28/16 21:00,Wakefield,NH,sphere,5 minutes,2016-05-28 21:00:00,300.0,2016-05-28 21:05:00,NH Wakefield,-71.0288751,43.5536938
4444,5/28/16 11:47,Orlando,FL,light,20 seconds,2016-05-28 11:47:00,20.0,2016-05-28 11:47:20,FL Orlando,-81.3792365,28.5383355
4448,5/28/16 04:40,Oak Lawn,IL,light,3 minutes,2016-05-28 04:40:00,180.0,2016-05-28 04:43:00,IL Oak Lawn,-87.7479528,41.719978
4452,5/27/16 23:11,Albany,NY,light,2 minutes,2016-05-27 23:11:00,120.0,2016-05-27 23:13:00,NY Albany,-73.7562317,42.6525793
4459,5/27/16 22:00,Phoenix,AZ,changing,30 minutes,2016-05-27 22:00:00,1800.0,2016-05-27 22:30:00,AZ Phoenix,-112.0740373,33.4483771
4460,5/27/16 21:54,Bellingham,WA,light,10 minutes,2016-05-27 21:54:00,600.0,2016-05-27 22:04:00,WA Bellingham,-122.4786854,48.7519112
4462,5/26/16 22:15,Franklinton,NC,fireball,20 seconds,2016-05-26 22:15:00,20.0,2016-05-26 22:15:20,NC Franklinton,-78.4580543,36.1018163
4463,5/26/16 21:30,Tampa,FL,triangle,4-5 minutes,2016-05-26 21:30:00,300.0,2016-05-26 21:35:00,FL Tampa,-82.4571776,27.950575
4466,5/26/16 14:47,Fayetteville,NC,oval,30 seconds,2016-05-26 14:47:00,30.0,2016-05-26 14:47:30,NC Fayetteville,-78.8783585,35.0526641
4473,5/25/16 21:10,Albuquerque,NM,circle,2 minutes,2016-05-25 21:10:00,120.0,2016-05-25 21:12:00,NM Albuquerque,-106.6055534,35.0853336
4474,5/25/16 21:00,Santa Fe,NM,disk,5 minutes,2016-05-25 21:00:00,300.0,2016-05-25 21:05:00,NM Santa Fe,-105.937799,35.6869752
4475,5/25/16 15:00,Boise,ID,cylinder,2 minutes,2016-05-25 15:00:00,120.0,2016-05-25 15:02:00,ID Boise,-116.2146068,43.6187102
4482,5/24/16 21:15,Camdenton,MO,chevron,10-15 seconds,2016-05-24 21:15:00,15.0,2016-05-24 21:15:15,MO Camdenton,-92.7446289,38.0080902
4487,5/24/16 06:30,Carlsbad,CA,cigar,5 minutes,2016-05-24 06:30:00,300.0,2016-05-24 06:35:00,CA Carlsbad,-117.3505939,33.1580933
4488,5/24/16 03:48,Orlando,FL,fireball,5-7 minutes,2016-05-24 03:48:00,420.0,2016-05-24 03:55:00,FL Orlando,-81.3792365,28.5383355
4489,5/24/16 02:04,Kalama,WA,formation,10 minutes,2016-05-24 02:04:00,600.0,2016-05-24 02:14:00,WA Kalama,-122.8445509,46.0084472
4491,5/23/16 23:05,Grand Rapids,MI,other,20 minutes,2016-05-23 23:05:00,1200.0,2016-05-23 23:25:00,MI Grand Rapids,-85.6680863,42.9633599
4494,5/23/16 21:50,St. Petersburg,FL,fireball,~1 minute,2016-05-23 21:50:00,60.0,2016-05-23 21:51:00,FL St. Petersburg,-82.6267345,27.7518284
4495,5/23/16 21:30,Camdenton,MO,light,30 seconds,2016-05-23 21:30:00,30.0,2016-05-23 21:30:30,MO Camdenton,-92.7446289,38.0080902
4499,5/22/16 23:05,Gilbert,AZ,sphere,5 minutes,2016-05-22 23:05:00,300.0,2016-05-22 23:10:00,AZ Gilbert,-111.789027,33.3528264
4500,5/22/16 23:00,Greeley,CO,triangle,2 minutes,2016-05-22 23:00:00,120.0,2016-05-22 23:02:00,CO Greeley,-104.7091322,40.4233142
4501,5/22/16 22:30,Bozeman,MT,flash,<30 seconds,2016-05-22 22:30:00,30.0,2016-05-22 22:30:30,MT Bozeman,-111.0429339,45.6769979
4502,5/22/16 22:00,Myrtle Beach,SC,triangle,1 minute,2016-05-22 22:00:00,60.0,2016-05-22 22:01:00,SC Myrtle Beach,-78.8866943,33.6890603
4507,5/22/16 20:45,Evansville,IN,triangle,>5 minutes,2016-05-22 20:45:00,300.0,2016-05-22 20:50:00,IN Evansville,-87.5710898,37.9715592
4509,5/22/16 14:23,Fort Collins,CO,oval,20 minutes,2016-05-22 14:23:00,1200.0,2016-05-22 14:43:00,CO Fort Collins,-105.084423,40.5852602
4514,5/21/16 21:50,Maple Grove,MN,light,30 seconds,2016-05-21 21:50:00,30.0,2016-05-21 21:50:30,MN Maple Grove,-93.4557877,45.0724642
4515,5/21/16 21:45,San Diego,CA,formation,15 minutes,2016-05-21 21:45:00,900.0,2016-05-21 22:00:00,CA San Diego,-117.1610838,32.715738
4518,5/21/16 21:00,Orland Park,IL,changing,1 minute,2016-05-21 21:00:00,60.0,2016-05-21 21:01:00,IL Orland Park,-87.8539425,41.6303103
4520,5/21/16 20:50,Murfreesboro,TN,circle,1 hour,2016-05-21 20:50:00,3600.0,2016-05-21 21:50:00,TN Murfreesboro,-86.39027,35.8456213
4521,5/21/16 20:45,Concord,NC,triangle,15 minutes,2016-05-21 20:45:00,900.0,2016-05-21 21:00:00,NC Concord,-80.579511,35.4087517
4522,5/21/16 20:30,Tampa,FL,other,5 minutes,2016-05-21 20:30:00,300.0,2016-05-21 20:35:00,FL Tampa,-82.4571776,27.950575
4523,5/21/16 19:15,Myrtle Beach,SC,egg,3 minutes,2016-05-21 19:15:00,180.0,2016-05-21 19:18:00,SC Myrtle Beach,-78.8866943,33.6890603
4524,5/21/16 18:15,Claremont,CA,sphere,15-20 minutes,2016-05-21 18:15:00,1200.0,2016-05-21 18:35:00,CA Claremont,-117.7197785,34.0966764
4525,5/21/16 12:50,New York,NY,circle,2 minutes,2016-05-21 12:50:00,120.0,2016-05-21 12:52:00,NY New York,-74.0059413,40.7127837
4526,5/21/16 10:13,Fernley,NV,disk,2 minutes,2016-05-21 10:13:00,120.0,2016-05-21 10:15:00,NV Fernley,-119.2518349,39.6079683
4530,5/20/16 23:30,New Berlin,WI,circle,4 minutes,2016-05-20 23:30:00,240.0,2016-05-20 23:34:00,WI New Berlin,-88.1084224,42.9764027
4531,5/20/16 23:05,New York City (Brooklyn),NY,sphere,10 minutes,2016-05-20 23:05:00,600.0,2016-05-20 23:15:00,NY New York City (Brooklyn),-73.9441579,40.6781784
4532,5/20/16 22:30,New York City,NY,circle,3 seconds,2016-05-20 22:30:00,3.0,2016-05-20 22:30:03,NY New York City,-74.0059413,40.7127837
4533,5/20/16 22:20,Oklahoma City,OK,light,50 seconds,2016-05-20 22:20:00,50.0,2016-05-20 22:20:50,OK Oklahoma City,-97.5164276,35.4675602
4534,5/20/16 22:10,Seattle,WA,formation,5 minutes,2016-05-20 22:10:00,300.0,2016-05-20 22:15:00,WA Seattle,-122.3320708,47.6062095
4535,5/20/16 22:00,Seattle,WA,formation,1 minute,2016-05-20 22:00:00,60.0,2016-05-20 22:01:00,WA Seattle,-122.3320708,47.6062095
4538,5/20/16 13:00,Pittsburgh,PA,circle,3 hours,2016-05-20 13:00:00,10800.0,2016-05-20 16:00:00,PA Pittsburgh,-79.9958864,40.4406248
